Date,"Retail Sales Survey: Retail Sales Index: Food, Drinks, and Tobacco",Retail Sales Survey: Retail Sales Index: Other Goods: Apparel,Retail Sales Survey: Retail Sales Index: Household Appliances,Retail Sales Survey: Retail Sales Index: Stationery & Communication,Retail Sales Survey: Retail Sales Index: Cultural & Recreation,Retail Sales Survey: Retail Sales Index: Fuels,Retail Sales Survey: Retail Sales Index: CarSpareParts&Accessories,Retail Sales Survey: Retail Sales Index: Other Goods,Hotel Room Occupancy: Jakarta: Average,Hotel Room Occupancy: Bali: Average,Electronic Card Transaction: Credit Card: Value,Electronic Card Transaction: ATM and Debit Card: Value,Consumption: Cement: Domestic,Construction Machinery: Sales Volume: United Tractors (Komatsu): Total,Motor Vehicle Sales: Wholesales,(DC)Bank of Indonesia: BI Rate,Policy Rate: Month End: Indonesia: BI-Rate,Interest_Rate,Gross Domestic Product: SNA 2008: 2010p,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household,"Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Food & Beverages, Other than Restaurant","Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Apparel, Footwear & Maintenance Services",Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Equipments,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Health & Education,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Transportation & Communication,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Restaurant & Hotel,Gross Domestic Product: SNA 2008: 2010p: Consumption Expenditure: Household: Others,Gross Domestic Product: SNA 2008: 2010p: GFCF: Buildings & Structures,Gross Domestic Product: SNA 2008: 2010p: GFCF: Machine & Equipment,Gross Domestic Product: SNA 2008: 2010p: GFCF: Vehicles,Gross Domestic Product: SNA 2008: 2010p: GFCF: Other Equipments,Gross Domestic Product: SNA 2008: 2010p: GFCF: Cultivated Biological Resources,Gross Domestic Product: SNA 2008: 2010p: GFCF: Intellectual Property Products
5/1/2022,319.5563337,82.10553117,99.56835965,165.7068139,65.09473052,103.8337155,121.3622721,84.46157202,51.79,37.35,25643.87858,605275.1642,3905,338,49710,,3.5,3.5,,,,,,,,,,,,,,,,
6/1/2022,278.133979,76.29121624,94.75864986,138.9095696,62.9584225,97.12997744,125.3471465,82.23375358,54.32,38.77,26617.70127,631219.1905,5350,473,78910,,3.5,3.5,2924441.4,1787835.311,1550186.385,580464.0209,58425.52539,213337.6882,109699.8901,373953.7899,142552.1705,71753.30043,646902.2054,106414.7194,47384.08009,13283.43366,41966.94981,21031.45728
7/1/2022,264.8062495,83.28264782,101.5839652,137.0078309,70.49222393,106.7995523,121.7839132,87.03369551,54.49,37.52,26429.98212,712991.1643,5155,526,86245,,3.5,3.5,,,,,,,,,,,,,,,,
8/1/2022,269.378823,83.71113228,100.442158,134.3807963,64.52774131,99.13654294,121.7714501,84.91588769,54.76,38.37,28377.11416,694130.0209,5722,590,96956,,3.75,3.75,,,,,,,,,,,,,,,,
9/1/2022,267.7499876,76.75008789,94.9565898,133.7058895,60.33019927,89.51506619,106.5057861,78.80734309,54.03,46.45,27823.22535,657971.477,5861,545,99986,,4.25,4.25,2977924.9,1805117.127,1545569.01,572168.7663,57574.54954,213657.0664,113298.913,375064.6292,142962.4555,70842.62981,663305.1248,126288.9763,53176.00556,14169.11583,55777.67395,21558.44758
10/1/2022,275.5506315,79.69136338,89.89249329,136.7818032,59.37656781,92.39208882,105.1656367,81.71943563,56.54,46.28,28339.119,660831.0261,5328,553,93194,,4.75,4.75,,,,,,,,,,,,,,,,
11/1/2022,276.4338092,78.61838296,91.35602553,140.8983937,58.86223498,92.49564551,106.0203264,78.1427738,60.81,48.91,29773.27156,635201.0582,5433,370,91275,,5.25,5.25,,,,,,,,,,,,,,,,
12/1/2022,289.0572669,85.73429269,93.02669492,201.4034828,61.79784123,93.5831,111.301393,83.60668113,59.63,53.75,33681.26551,701426.8768,5456,296,105354,,5.5,5.5,2988548.9,1905535.851,1578599.512,582008.7224,57870.8529,216735.5621,113762.4114,387764.4799,147546.3596,72911.12338,684215.9032,126990.8173,56843.90311,14691.93731,59400.25475,23047.78464
1/1/2023,281.219271,80.00417965,89.37835165,158.9853977,59.2493819,93.66012106,111.4026334,77.77699244,48.4,46.16,32034.62092,642860.0971,4908,686,94184,,5.75,5.75,,,,,,,,,,,,,,,,
2/1/2023,274.2257602,82.91895523,89.53056475,129.3622196,55.29430282,92.96344088,110.0082854,77.90773967,52.62,41.22,31195.99457,590221.0587,4489,546,87033,,5.75,5.75,,,,,,,,,,,,,,,,
3/1/2023,297.2194912,87.29112899,93.90278287,124.3987024,57.92233632,93.34057796,113.3421825,83.69069444,53.37,40.01,34373.15402,671114.3586,4872,559,101258,,5.75,5.75,2961539.6,1775629.681,1582191.996,583556.1194,58846.51057,217779.0786,114509.8719,388132.2691,146520.1988,72847.94772,675748.3504,113380.1903,61770.66691,13724.45919,45861.78723,18830.03994
4/1/2023,339.0186719,119.8571075,97.76771406,131.2662348,63.92168024,95.17378781,118.6077863,103.3395185,42.52,44.31,30792.19589,707542.2592,2984,325,58950,,5.75,5.75,,,,,,,,,,,,,,,,
5/1/2023,310.7948946,87.91251716,91.16465222,123.7871006,60.79643598,95.09952402,119.8559057,84.71471644,50.75,47.3,32998.10624,650335.4137,4876,553,82144,,5.75,5.75,,,,,,,,,,,,,,,,
6/1/2023,311.6363288,87.7049721,88.23499484,116.2209393,62.41050971,97.27656618,118.8092405,83.71740427,55.6,59.59,33670.9881,660231.5294,5291,476,82651,,5.75,5.75,3075776.6,1893029.405,1631160.421,602511.9903,62519.58168,221409.3496,115743.421,402378.5508,152173.9969,74423.53101,668382.3074,114572.1224,54727.54551,12580.231,44325.44695,22982.74846
7/1/2023,277.61305,88.75827802,93.76094587,112.9095487,68.81439745,99.10628419,118.3600096,81.52372998,55.5,63.6,36132.96537,671771.5997,5805,406,80427,,5.75,5.75,,,,,,,,,,,,,,,,
8/1/2023,278.4377792,90.51919904,94.4472415,111.3242716,60.78385,100.5478225,120.7083551,83.52597545,55.86,60.64,34378.96429,644778.0325,5956,400,88892,,5.75,5.75,,,,,,,,,,,,,,,,
9/1/2023,273.8799494,87.21374851,93.28922867,113.5223733,59.4948629,98.34923464,118.7981027,81.29049769,57.33,59.25,33394.44317,621227.0101,6120,414,79912,,5.75,5.75,3124992.9,1876612.332,1623663.561,595089.159,59637.64045,221704.4772,118088.2832,403857.7965,152288.6189,72997.5857,705188.1189,125017.648,64485.54158,13370.47778,56921.88107,23226.71384
10/1/2023,283.6019484,86.64810736,93.10296716,123.208703,57.19379703,101.1074267,116.7776621,80.39788434,56.42,57.43,34076.32041,630795.4179,6305,327,80350,,6,6,,,,,,,,,,,,,,,,
11/1/2023,283.565776,87.59971271,93.57817936,124.9933633,56.07375754,102.6011351,117.4892361,80.57551782,61.37,54.89,34364.50119,628025.2576,6167,369,84389,,6,6,,,,,,,,,,,,,,,,
12/1/2023,299.0212831,95.15072717,96.1960445,122.868502,58.58070509,109.7014933,121.368935,86.99540806,61.51,62.19,37917.82405,686722.1588,6233,209,85278,,6,6,3139084.5,1990835.481,1649237.894,596935.0338,59887.81161,227251.2882,117923.5434,415834.6249,156916.8749,74488.71701,728139.6246,129534.3892,58663.55725,14757.64243,58535.35128,23989.13917
1/1/2024,289.850673,88.5389675,94.54364698,106.0208127,54.27272376,107.3786951,122.3669412,81.74481972,51.73,56.27,35902.48755,593433.0512,5059,518,69647,,6,6,,,,,,,,,,,,,,,,
2/1/2024,299.222366,83.16936742,90.01257503,100.9993579,51.36473978,102.9484871,119.9293698,77.03898088,51.08,55.27,33107.23375,583367.6667,4384,307,70698,,6,6,,,,,,,,,,,,,,,,
3/1/2024,328.189468,105.253593,96.66413272,117.0536522,54.80081428,99.93236502,132.8993688,93.26294342,44.08,52.71,36122.9261,654964.8818,4830,301,74724,,6,6,3112906.1,1893288.749,1659799.954,608749.6832,59864.19002,228634.3388,118733.3768,413015.7153,155936.413,74866.23646,712621.1192,116701.3596,53537.34492,14409.59311,47501.47062,19799.28573
4/1/2024,343.4794634,100.2132377,89.02416263,123.5979927,53.30648844,96.49527359,125.8006799,90.86223788,44.08,52.71,36122.9261,654964.8818,4830,301,48637,,6.25,6.25,,,,,,,,,,,,,,,,
